PMID	MHDA	DRUG	AE	PT	LlamaTiFirst	LlamaAbFirst	pAuth_modelA	pAuth_modelB	aAuth	Title	Abstract
30035575	2018/12/12	Aripiprazole	Atrial Fibrillation	Case Reports_and_Journal Article	1	1	0	0	0	Aripiprazole-induced atrial fibrillation in a patient with concomitant risk factors.	Aripiprazole is an atypical antipsychotic drug with a polypharmacological mechanism of action and a favorable tolerability profile. Its major indications are schizophrenia and mania in adults and adolescents. Here we present the case of a 43-year-old Caucasian man with schizophrenia who developed atrial fibrillation (AF) after starting aripiprazole treatment. Prior to this treatment, he had never received any antipsychotic drugs. On admission to our inpatient unit, he showed severe psychotic symptoms and was started on aripiprazole with a rapid titration regimen (15 mg on the first day and then 15 mg twice daily thereafter) in combination with lorazepam (2.5 mg thrice a day). On the third day, the patient exhibited vomiting and an irregular pulse. An electrocardiogram (ECG) revealed new-onset AF with rapid ventricular response. Aripiprazole was discontinued and cardioversion was obtained with intravenous amiodarone. A different antipsychotic treatment was thus started (perphenazine 12 mg/d), which led to symptom remission without any relevant adverse effects. During the 2-year follow-up observation, neither psychotic symptoms nor ECG abnormalities were detected. Besides aripiprazole, other co-occurring factors might have contributed to the onset of AF in our patient, namely hypertension, low-grade diastolic dysfunction, chronic inflammatory disease, CYP2D6 polymorphism, corticosteroid and antiulcer treatment, and a family loading for myocardial infarction. In conclusion, our case study suggests that although aripiprazole has fewer cardiovascular effects than other antipsychotic drugs, in the presence of concomitant risk factors, high dose, and rapid titration regimen, regular monitoring of clinical parameters and ECG is highly recommended. (PsycINFO Database Record (c) 2018 APA, all rights reserved).
29517446	2019/8/6	Butorphanol	Pneumonia, Aspiration	Case Reports_and_Journal Article	1	0	0	0	0	ASPIRATION PNEUMONIA IN TWO TIBETAN YAK BULLS ( BOS GRUNNIENS) AS A COMPLICATION OF KETAMINE-XYLAZINE-BUTORPHANOL ANESTHESIA FOR RECUMBENT CASTRATION.	Among members of the genus Bos, aspiration pneumonia has been described in domestic cattle ( Bos taurus and Bos indicus). In these species, aspiration pneumonia is most commonly a sequelae to oral administration of fluids or medications, as well as aspiration during procedures under anesthesia. Management of aspiration pneumonia secondary to complications from anesthesia for short duration surgical procedures is minimally reported in the Tibetan yak ( Bos grunniens). Although regurgitation under anesthesia has been reported in the yak, there are no reports of aspiration pneumonia treatment. This case report describes the diagnosis and management of aspiration pneumonia in two Tibetan yaks undergoing castration under injectable ketamine-xylazine-butorphanol anesthesia. This case report also describes the gross and pathologic characteristics of anesthesia-induced aspiration pneumonia in one Tibetan yak, as well as successful treatment in another.
30230152	2019/4/4	Ribavirin	Acneiform Eruptions	Case Reports_and_Letter	1	0	1	1	2	Acneiform eruptions: An unusual dermatological side effect of ribavirin.	
30934667	2019/7/17	Loperamide	Gastroparesis	Journal Article	0	0	0	0	0	Effects of Motilin Receptor Agonists and Ghrelin in Human motilin receptor Transgenic Mice.	Gastrointestinal motility is regulated by neural factors and humoral factors. Both motilin and ghrelin improve gastrointestinal motility, but many issues remain unclear. We prepared human motilin receptor transgenic (Tg) mice and performed experiments evaluating the effects of motilin, erythromycin (EM), and ghrelin. EM and ghrelin promoted gastric emptying (GE) when administered either peripherally or centrally to Tg mice. Atropine (a muscarinic receptor antagonist) counteracted GE induced by centrally administered EM, but not that induced by peripherally administered EM. The administration of EM in this model promoted the effect of mosapride (a selective serotonin 5-hydroxytryptamine 4 (5-HT4) receptor agonist), and improved loperamide (a mu-opioid receptor agonist)-induced gastroparesis. The level of acyl-ghrelin was significantly attenuated by EM administration. Thus, we have established an animal model appropriate for the evaluation of motilin receptor agonists. These data and the model are expected to facilitate the identification of novel compounds with clinical potential for relieving symptoms of dyspepsia and gastroparesis.
29626003	2019/2/6	Fidaxomicin	Pancytopenia	Case Reports_and_Journal Article	1	1	0	0	0	Probable fidaxomicin-induced pancytopenia.	PURPOSE: A case of pancytopenia in a patient receiving treatment with fidaxomicin for Clostridium difficile infection (CDI) is described. SUMMARY: A 33-year-old Caucasian woman was admitted to the hospital with a chief complaint of loose stools occurring approximately 7 times a day; she also reported fever, nausea, diffuse abdominal pain, and fatigue. The patient had a history of recurrent CDI, recurrent urinary tract infections, nephrolithiasis, chronic hepatitis C, and endometriosis. Her previous therapies for CDI included metronidazole, vancomycin, rifaximin, and fecal microbiota transplantation. On admission, she had a platelet count of 172,000 platelets/mm(3), hemoglobin concentration of 11.1 g/dL, and white blood cell (WBC) count of 3,100 cells/mm(3). Within 24 hours of the first dose of fidaxomicin and before the second dose, the patient's platelet count fell to 156,000 platelets/mm(3), her hemoglobin concentration decreased to 9.9 g/dL, and her WBC count fell to 2,600 cells/mm(3). Values for all 3 tests continued to decrease during the first few days of fidaxomicin therapy. One dose of filgrastim 300 mug was administered subcutaneously on day 6 in response to the pancytopenia, after which the platelet, hemoglobin, and WBC values stabilized for a day and then generally declined. Platelet, hemoglobin, and WBC values returned to normal within 3 days of the patient's last dose of fidaxomicin. Use of the Naranjo et al. adverse drug reaction probability scale indicated a probable association (score of 6) between fidaxomicin and the patient's pancytopenia. CONCLUSION: A 33-year-old woman developed pancytopenia during a course of fidaxomicin therapy for CDI. Platelet, hemoglobin, and WBC values returned to normal within 3 days of the final fidaxomicin dose.
29599381	2018/9/25	Capecitabine <ok>	Bipolar Disorder	Case Reports_and_Journal Article	1	1	0	1	1	Secondary mania following cancer chemotherapy with capecitabine.	Mania-like states occurring due to neurological, metabolic or toxic conditions, without a primary mood disorder have been reported in scientific literature as secondary mania. A major clinical problem in such situations often stems from the difficulty to understand if the mood disturbance is indeed secondary to an organic cause or a coincidental primary mood disorder. Chemotherapy regimens have been associated with multiple psychiatric complications, including psychosis, mania and anxiety. Capecitabine is implicated to be associated with encephalopathy whose clinical presentation often mimics that of psychosis. However, presentations with mania have not been reported until with the capecitabine and oxaliplatin combination chemotherapy regimen. In this report, we describe a case of secondary mania in a patient suffering from carcinoma colon on treatment with chemotherapy regimen of capecitabine and oxaliplatin.
29511319	2019/6/1	Cadmium	Pediatric Obesity	Comparative Study_and_Journal Article_and_Research Support, N.I.H., Extramural_and_Research Support, Non-U.S. Gov't	1	1	0	0	0	Cadmium exposure increases the risk of juvenile obesity: a human and zebrafish comparative study.	OBJECTIVE: Human obesity is a complex metabolic disorder disproportionately affecting people of lower socioeconomic strata, and ethnic minorities, especially African Americans and Hispanics. Although genetic predisposition and a positive energy balance are implicated in obesity, these factors alone do not account for the excess prevalence of obesity in lower socioeconomic populations. Therefore, environmental factors, including exposure to pesticides, heavy metals, and other contaminants, are agents widely suspected to have obesogenic activity, and they also are spatially correlated with lower socioeconomic status. Our study investigates the causal relationship between exposure to the heavy metal, cadmium (Cd), and obesity in a cohort of children and in a zebrafish model of adipogenesis. DESIGN: An extensive collection of first trimester maternal blood samples obtained as part of the Newborn Epigenetics Study (NEST) was analyzed for the presence of Cd, and these results were cross analyzed with the weight-gain trajectory of the children through age 5 years. Next, the role of Cd as a potential obesogen was analyzed in an in vivo zebrafish model. RESULTS: Our analysis indicates that the presence of Cd in maternal blood during pregnancy is associated with increased risk of juvenile obesity in the offspring, independent of other variables, including lead (Pb) and smoking status. Our results are recapitulated in a zebrafish model, in which exposure to Cd at levels approximating those observed in the NEST study is associated with increased adiposity. CONCLUSION: Our findings identify Cd as a potential human obesogen. Moreover, these observations are recapitulated in a zebrafish model, suggesting that the underlying mechanisms may be evolutionarily conserved, and that zebrafish may be a valuable model for uncovering pathways leading to Cd-mediated obesity in human populations.
30113432	2019/1/29	Nivolumab	Abdominal Pain	Case Reports_and_Letter	1	0	0	0	0	Anti-PD-1 Drug (Nivolumab) May Induce Acute and Life-Threatening Pancreatitis in Lung Cancer Patient: A Case Report.	
27543192	2018/9/14	Imatinib Mesylate	Nails, Malformed	Case Reports_and_Journal Article	0	0	0	0	0	Horizontal melanonychia.	
29705882	2019/2/12	Oxaliplatin	Peritoneal Fibrosis	Case Reports_and_Journal Article_and_Review	1	1	1	1	1	Severe peritoneal sclerosis after repeated pressurized intraperitoneal aerosol chemotherapy with oxaliplatin (PIPAC OX): report of two cases and literature survey.	Pressurized intraperitoneal aerosol chemotherapy (PIPAC) is a new laparoscopic administration of chemotherapy for peritoneal metastasis (PM). PIPAC is repeated every 5th week, and seems to stabilize or improve quality of life, and might improve survival. So far, PIPAC has been well tolerated. With this paper, we aim to highlight a potential severe adverse reaction, as we describe the first cases of severe peritoneal sclerosis (SPS) caused by PIPAC. Patients with isolated PM were included in a prospective PIPAC protocol. Following insufflation of normothermic CO(2), laparoscopy was performed at an intraabdominal pressure of 12 mmHg. After peritoneal lavage and quadrant biopsies of the PM, the patients were treated with oxaliplatin 92 mg/m(2) (flowrate 0.5 ml/s, maximum pressure of 200 per square inch). Treatment related toxicity was evaluated after 2 weeks. Response was evaluated histologically by the Peritoneal Regression Grading Score (PRGS) and cytologically by analysis of the lavage fluid. In a series of 24 PIPAC patients treated with oxaliplatin, two patients developed SPS. Patient one had a mucinous adenocarcinoma of the appendix with PM, the mean PRGS was reduced from 2.75 to 1.75 during the course of therapy. Patient two had an appendiceal goblet cell carcinoid with a dominating mucinous adenocarcinoma component with PM, the mean PRGS was reduced from 2.00 to 1.67. Repeated applications of PIPAC with oxaliplatin can lead to SPS.
28894883	2018/10/24	Propylene Glycol	Epistaxis	News	0	0	0	0	0	[Indoor air guide value for propan-1,2-diol (propylene glycol) : Communication from the Committee on Indoor Guide Values].	The Committee on Indoor Guide Values is issuing indoor air guide values to protect public health. At present, no suitable human studies are available for health evaluation of propan-1,2-diol in indoor air. In a well-documented subchronic inhalation animal study with rats, assessed as reliable, nasal hemorrhages were observed. This study leads to a LOAEC of 28.6 mg/m3 propan-1,2-diol for continuous exposure for the endpoint nasal hemorrhages. By applying a conversion factor of 2 from subchronic to chronic exposure, an interspecies factor of 2.5, and a factor of 10 for interindividual variability a health hazard guide value (RW II) of 0.6 mg/m3 propan-1,2-diol is obtained. A health precaution guide value (RW I) of 0.06 mg/m3 is recommended.
30715557	2019/6/7	Alemtuzumab	Anaphylaxis	Case Reports_and_Letter	1	0	0	0	0	A case of anaphylaxis to alemtuzumab.	
30645929	2019/6/19	Pantoprazole	Inappropriate ADH Syndrome	Case Reports_and_Letter	1	0	0	0	0	Syndrome of inappropriate antidiuretic hormone secretion caused by proton pump inhibitor use.	
29525688	2018/12/12	Cyproterone Acetate	Diabetes, Gestational	Comparative Study_and_Journal Article_and_Observational Study_and_Research Support, Non-U.S. Gov't	0	0	0	0	0	Comparing the risk of adverse pregnancy outcomes of Chinese patients with polycystic ovary syndrome with and without antiandrogenic pretreatment.	OBJECTIVE: To evaluate the prevalence of adverse pregnancy outcomes in healthy Chinese women and to investigate whether these outcomes could be decreased in patients with polycystic ovary syndrome (PCOS) by ethinylestradiol/cyproterone acetate (EE/CPA) pretreatment. DESIGN: Retrospective study. SETTING: Medical university. PATIENT(S): Six thousand healthy women (group A) were selected from 24,566 pregnant women by randomized sampling. Four hundred forty-eight patients with PCOS without EE/CPA pretreatment were assigned to group B, and 222 patients with PCOS with 3 months of pretreatment to group C. All patients with PCOS had biochemical and/or clinical hyperandrogenism and conceived within 3 monthly ovulation inductions using clomiphene. INTERVENTION(S): None. MAIN OUTCOME MEASURE(S): Gestational diabetes mellitus (GDM), pregnancy-induced hypertension (PIH), premature delivery (PD), and neonatal birth weight. RESULT(S): The prevalence of GDM, PIH, and PD was higher in group B than in groups A and C (A vs. B vs. C: GDM, 21.2% vs. 35.0% vs. 22.5%; PIH, 6.5% vs. 14.1% vs. 7.7%; PD, 5.4% vs. 8.6% vs. 6.8%). No significant difference was found in neonatal birth weight. After adjusting for age, pregestational body mass index, education level, and employment status, PCOS without pretreatment increased the risk of GDM (adjusted odds ratio [aOR] = 1.666; 95% confidence interval [CI], 1.340-2.072), PIH (aOR = 1.487; 95% CI, 1.093-2.023), and PD (aOR = 1.522; 95% CI 1.051-2.205), compared with healthy women. No increased risk was found in group C. CONCLUSION(S): In our highly selected study population, patients with PCOS are more likely to develop GDM, PIH, and PD. Pretreatment with EE/CPA was associated with a lower risk of GDM, PIH, and PD.
29525688	2018/12/12	Cyproterone Acetate	Hypertension, Pregnancy-Induced	Comparative Study_and_Journal Article_and_Observational Study_and_Research Support, Non-U.S. Gov't	0	0	0	0	0	Comparing the risk of adverse pregnancy outcomes of Chinese patients with polycystic ovary syndrome with and without antiandrogenic pretreatment.	OBJECTIVE: To evaluate the prevalence of adverse pregnancy outcomes in healthy Chinese women and to investigate whether these outcomes could be decreased in patients with polycystic ovary syndrome (PCOS) by ethinylestradiol/cyproterone acetate (EE/CPA) pretreatment. DESIGN: Retrospective study. SETTING: Medical university. PATIENT(S): Six thousand healthy women (group A) were selected from 24,566 pregnant women by randomized sampling. Four hundred forty-eight patients with PCOS without EE/CPA pretreatment were assigned to group B, and 222 patients with PCOS with 3 months of pretreatment to group C. All patients with PCOS had biochemical and/or clinical hyperandrogenism and conceived within 3 monthly ovulation inductions using clomiphene. INTERVENTION(S): None. MAIN OUTCOME MEASURE(S): Gestational diabetes mellitus (GDM), pregnancy-induced hypertension (PIH), premature delivery (PD), and neonatal birth weight. RESULT(S): The prevalence of GDM, PIH, and PD was higher in group B than in groups A and C (A vs. B vs. C: GDM, 21.2% vs. 35.0% vs. 22.5%; PIH, 6.5% vs. 14.1% vs. 7.7%; PD, 5.4% vs. 8.6% vs. 6.8%). No significant difference was found in neonatal birth weight. After adjusting for age, pregestational body mass index, education level, and employment status, PCOS without pretreatment increased the risk of GDM (adjusted odds ratio [aOR] = 1.666; 95% confidence interval [CI], 1.340-2.072), PIH (aOR = 1.487; 95% CI, 1.093-2.023), and PD (aOR = 1.522; 95% CI 1.051-2.205), compared with healthy women. No increased risk was found in group C. CONCLUSION(S): In our highly selected study population, patients with PCOS are more likely to develop GDM, PIH, and PD. Pretreatment with EE/CPA was associated with a lower risk of GDM, PIH, and PD.
29525688	2018/12/12	Cyproterone Acetate	Premature Birth	Comparative Study_and_Journal Article_and_Observational Study_and_Research Support, Non-U.S. Gov't	0	0	0	0	0	Comparing the risk of adverse pregnancy outcomes of Chinese patients with polycystic ovary syndrome with and without antiandrogenic pretreatment.	OBJECTIVE: To evaluate the prevalence of adverse pregnancy outcomes in healthy Chinese women and to investigate whether these outcomes could be decreased in patients with polycystic ovary syndrome (PCOS) by ethinylestradiol/cyproterone acetate (EE/CPA) pretreatment. DESIGN: Retrospective study. SETTING: Medical university. PATIENT(S): Six thousand healthy women (group A) were selected from 24,566 pregnant women by randomized sampling. Four hundred forty-eight patients with PCOS without EE/CPA pretreatment were assigned to group B, and 222 patients with PCOS with 3 months of pretreatment to group C. All patients with PCOS had biochemical and/or clinical hyperandrogenism and conceived within 3 monthly ovulation inductions using clomiphene. INTERVENTION(S): None. MAIN OUTCOME MEASURE(S): Gestational diabetes mellitus (GDM), pregnancy-induced hypertension (PIH), premature delivery (PD), and neonatal birth weight. RESULT(S): The prevalence of GDM, PIH, and PD was higher in group B than in groups A and C (A vs. B vs. C: GDM, 21.2% vs. 35.0% vs. 22.5%; PIH, 6.5% vs. 14.1% vs. 7.7%; PD, 5.4% vs. 8.6% vs. 6.8%). No significant difference was found in neonatal birth weight. After adjusting for age, pregestational body mass index, education level, and employment status, PCOS without pretreatment increased the risk of GDM (adjusted odds ratio [aOR] = 1.666; 95% confidence interval [CI], 1.340-2.072), PIH (aOR = 1.487; 95% CI, 1.093-2.023), and PD (aOR = 1.522; 95% CI 1.051-2.205), compared with healthy women. No increased risk was found in group C. CONCLUSION(S): In our highly selected study population, patients with PCOS are more likely to develop GDM, PIH, and PD. Pretreatment with EE/CPA was associated with a lower risk of GDM, PIH, and PD.
29525688	2018/12/12	Ethinyl Estradiol	Premature Birth	Comparative Study_and_Journal Article_and_Observational Study_and_Research Support, Non-U.S. Gov't	0	0	0	0	0	Comparing the risk of adverse pregnancy outcomes of Chinese patients with polycystic ovary syndrome with and without antiandrogenic pretreatment.	OBJECTIVE: To evaluate the prevalence of adverse pregnancy outcomes in healthy Chinese women and to investigate whether these outcomes could be decreased in patients with polycystic ovary syndrome (PCOS) by ethinylestradiol/cyproterone acetate (EE/CPA) pretreatment. DESIGN: Retrospective study. SETTING: Medical university. PATIENT(S): Six thousand healthy women (group A) were selected from 24,566 pregnant women by randomized sampling. Four hundred forty-eight patients with PCOS without EE/CPA pretreatment were assigned to group B, and 222 patients with PCOS with 3 months of pretreatment to group C. All patients with PCOS had biochemical and/or clinical hyperandrogenism and conceived within 3 monthly ovulation inductions using clomiphene. INTERVENTION(S): None. MAIN OUTCOME MEASURE(S): Gestational diabetes mellitus (GDM), pregnancy-induced hypertension (PIH), premature delivery (PD), and neonatal birth weight. RESULT(S): The prevalence of GDM, PIH, and PD was higher in group B than in groups A and C (A vs. B vs. C: GDM, 21.2% vs. 35.0% vs. 22.5%; PIH, 6.5% vs. 14.1% vs. 7.7%; PD, 5.4% vs. 8.6% vs. 6.8%). No significant difference was found in neonatal birth weight. After adjusting for age, pregestational body mass index, education level, and employment status, PCOS without pretreatment increased the risk of GDM (adjusted odds ratio [aOR] = 1.666; 95% confidence interval [CI], 1.340-2.072), PIH (aOR = 1.487; 95% CI, 1.093-2.023), and PD (aOR = 1.522; 95% CI 1.051-2.205), compared with healthy women. No increased risk was found in group C. CONCLUSION(S): In our highly selected study population, patients with PCOS are more likely to develop GDM, PIH, and PD. Pretreatment with EE/CPA was associated with a lower risk of GDM, PIH, and PD.
30160569	2019/4/23	Isotretinoin	Meningitis, Aseptic	Case Reports_and_Journal Article	1	1	1	1	2	Acute aseptic meningitis during isotretinoin treatment for nodular acne solely presenting with headache: case report and brief review of the literature.	Purpose/aim: We describe, in detail, the first case of isotretinoin-induced aseptic meningitis. A brief summary of the literature on drug-induced aseptic meningitis (DIAM) is also presented. MATERIALS AND METHODS: A 20-year old female patient with probable (Naranjo adverse reaction probability score of 7) DIAM during treatment with isotretinoin therapy for nodular acne solely, presenting with headache. Pseudotumor cerebri was appropriately ruled-out. RESULTS: Summary of data altogether lead us suggest that isotretinoin triggered DIAM, possible due to a delayed hypersensitivity mechanism type III or IV. CONCLUSION: We highlight a quite uncommon cause of DIAM that may be increasing in frequency due to the current increasing use of isotretinoin against nodular acne.
26083004	2018/9/18	Dabigatran	Hemothorax	Case Reports_and_Letter	1	0	0	0	0	Spontaneous hemothorax due to dabigatran use in a patient with atrial fibrillation.	
31327935	2019/7/30	Denosumab	Corneal Diseases	Case Reports	1	1	0	0	0	Band keratopathy developing after denosumab injections.	We report the case of a 75-year-old woman who developed band keratopathy following denosumab therapy. The patient was referred for evaluation of progressive vision loss and new-onset band keratopathy in both eyes following denosumab therapy. She had no prior ocular history. On examination, she had calcific deposits in a horizontal band in the interpalpebral superficial cornea. Laboratory workup was negative. Denosumab was discontinued, and she was treated with keratectomy with ethylene-diamine-tetra-acetic acid. Denosumab influences calcium metabolism and consequently reduces bone turnover and increases bone density. It is commonly used for treatment of osteoporosis at high-risk for fracture. Very few cases of ocular adverse drug reactions have been reported. However, because of temporal association and biological plausibility, we believe our patient developed progressive band keratopathy after administration of denosumab.
30672576	2019/7/2	Linoleic Acid	Dysbiosis	Journal Article	0	0	0	0	0	A high linoleic acid diet exacerbates metabolic responses and gut microbiota dysbiosis in obese rats with diabetes mellitus.	Dietary polyunsaturated fatty acid (PUFA) levels may affect inflammatory responses and lipid metabolism. Gut microbiota diversity is strongly associated with chronic inflammatory disease, diabetes mellitus (DM), and obesity through abnormal energy homeostasis. In this study, the association between metabolic responses and gut microbiota diversity at different dietary n-6/n-3 PUFA ratios was evaluated in DM rats. Obesity and DM were induced in rats by using a high-fat diet and streptozotocin (STZ), respectively. The obese DM rats were assigned to three groups and administered regular (R), high (H), and low (L) n-6/n-3 ratio diets (n-6/n-3 = 6.39, 3.02, and 9.29, respectively) for 6 weeks. Some metabolic parameters and gut microbiota of the rats were analysed. The results revealed that a high linoleic acid diet increased the plasma and kidney interleukin 6 levels, whereas a low n-6/n-3 ratio diet ameliorated blood glucose homeostasis, reduced plasma tumour necrosis factor alpha levels, and inhibited systematic inflammation. DM rats exhibited low gut microbiota diversity; however, compared with the R group, the L and H groups did not exhibit alterations in the alpha-diversity (Observed, Chao 1, Shannon and Simpson). The percentage of Firmicutes was lower in the DM groups than in the non-DM group; however, the L group showed a nonsignificantly higher Firmicutes/Bacteroidetes ratio than did the other groups. Thus, a low n-6/n-3 ratio diet can improve blood glucose homeostasis, reduce systematic inflammation, ameliorate glomerular basal membrane thickening, reduce the expression of receptors of advanced glycation end products in renal vessel walls, and prevent diabetic nephropathies.
30150345	2018/12/13	Dasatinib <ok>	Blindness	Case Reports_and_Journal Article	1	1	1	1	1	Unusual case of dasatinib-associated acute bilateral hyphemas leading to blindness in a patient with chronic myeloid leukaemia.	Chronic myeloid leukaemia (CML) is a myeloproliferative disorder with an incidence of 1-2 cases per 100 000 adults per year.(1) Since the International Randomized Study of Interferon and STI571 trial (IRIS trial) in 2003, treatment with tyrosine kinase inhibitors (TKIs) has become the standard of care for patients with newly diagnosed CML in the chronic phase.(2) Dasatinib is a second-generation TKI and is generally well tolerated, with cytopenias, gastrointestinal (GI) symptoms and fluid retention being the most commonly observed side effects.(3-5) Bleeding complications, although unusual, have been reported with dasatinib, with an incidence ranging from 8% to 24%.(3-6) The most commonly reported site of bleeding is the GI tract.(3 5) We report an unusual case of dasatinib-associated bleeding presenting with acute bilateral hyphemas, which, to our knowledge, is the first report of its kind.
30150345	2018/12/13	Dasatinib <ok>	Hyphema	Case Reports_and_Journal Article	1	1	1	1	1	Unusual case of dasatinib-associated acute bilateral hyphemas leading to blindness in a patient with chronic myeloid leukaemia.	Chronic myeloid leukaemia (CML) is a myeloproliferative disorder with an incidence of 1-2 cases per 100 000 adults per year.(1) Since the International Randomized Study of Interferon and STI571 trial (IRIS trial) in 2003, treatment with tyrosine kinase inhibitors (TKIs) has become the standard of care for patients with newly diagnosed CML in the chronic phase.(2) Dasatinib is a second-generation TKI and is generally well tolerated, with cytopenias, gastrointestinal (GI) symptoms and fluid retention being the most commonly observed side effects.(3-5) Bleeding complications, although unusual, have been reported with dasatinib, with an incidence ranging from 8% to 24%.(3-6) The most commonly reported site of bleeding is the GI tract.(3 5) We report an unusual case of dasatinib-associated bleeding presenting with acute bilateral hyphemas, which, to our knowledge, is the first report of its kind.
29607626	2019/2/15	Vildagliptin	Fever	Case Reports	1	1	0	0	0	Drug fever and acute inflammation from hypercytokinemia triggered by dipeptidyl peptidase-4 inhibitor vildagliptin.	A 69-year-old man started taking the dipeptidyl peptidase-4 inhibitor, vildagliptin. One week later, C-reactive protein and plasma immunoglobulin E levels were markedly elevated, and the vildagliptin was stopped. After the patient's laboratory findings were normalized, we decided to restart vildagliptin with the patient's agreement. The next day, he had a high fever, and C-reactive protein and procalcitonin levels were elevated. Although we failed to find a focus of infection, we started antibiotics therapy. Two days later, the high fever had improved, and the C-reactive protein level had decreased. A drug lymphocyte stimulation test showed a positive result for vildagliptin. We examined various kinds of cytokine and infection markers just before and after the treatment with vildagliptin. Finally, we diagnosed the patient with vildagliptin-induced drug fever, probably based on the increase of various inflammatory cytokine levels and the response to this. Taken together, we should be aware of the possibility of vildagliptin inducing drug fever and/or acute inflammation.
29396682	2019/5/29	Fluticasone	Taste Disorders	Journal Article_and_Review	1	1	0	0	0	Causality Assessment of Olfactory and Gustatory Dysfunction Associated with Intranasal Fluticasone Propionate: Application of the Bradford Hill Criteria.	Causality assessment is crucial to post-marketing pharmacovigilance and helps optimize safe and appropriate use of medicines by patients in the real world. Self-reported olfactory and gustatory dysfunction are common in the general population as well as in patients with allergic rhinitis and nasal polyposis. Intranasal corticosteroids, including intranasal fluticasone propionate (INFP), are amongst the most effective drugs indicated in the treatment of allergic rhinitis and nasal polyposis. While intranasal corticosteroids are associated with olfactory and gustatory dysfunction and are currently labeled for these adverse events, causality assessment has not been performed to date. Although there is no single widely accepted method to assess causality in pharmacovigilance, the Bradford Hill criteria offer a robust and comprehensive approach because nine distinct aspects of an observed potential drug-event association are assessed. In this literature-based narrative review, Hill's criteria were applied to determine causal inference between INFP and olfactory and gustatory dysfunction.
27774675	2019/7/10	Sitagliptin Phosphate	Lichen Planus	Case Reports_and_Letter	1	0	0	0	0	Case of lichen planus induced by sitagliptin phosphate hydrate.	
27803350	2018/12/12	Infliximab	Lymphocytosis	Case Reports_and_Letter_and_Research Support, Non-U.S. Gov't	1	0	0	0	0	Gamma Delta T Cell Subset V Gamma 2+ Expansion Associated with Longterm Infliximab Treatment in a Patient with Ankylosing Spondylitis.	
29912791	2019/1/11	Amantadine	Pemphigoid, Bullous	Case Reports_and_Letter	1	0	0	0	0	Amantadine-Associated Bullous Pemphigoid.	
28497623	2018/9/20	Aconitum	Gangrene	Case Reports_and_Journal Article	1	0	0	0	0	Gangrene caused by topically applied home-prepared aconite liniment.	
29384412	2019/6/7	Imatinib Mesylate	Afibrinogenemia	Journal Article	1	0	0	0	0	Severe hypofibrinogenemia associated with imatinib and prednisone therapy in Philadelphia chromosome-positive acute lymphoblastic leukemia.	
27789028	2019/1/12	Hydroxychloroquine	Nails, Malformed	Case Reports_and_Journal Article	0	0	0	0	0	[Abnormal nails].	
29402853	2019/8/14	Oxaliplatin	ST Elevation Myocardial Infarction	Case Reports_and_Journal Article	1	1	0	1	1	Oxaliplatin-Induced Acute ST Segment Elevation Mimicking Myocardial Infarction: A Case Report.	BACKGROUND: Oxaliplatin is a platinum-based antineoplastic agent used for the treatment of colorectal cancer and other gastrointestinal tumors. In combination with 5-fluorouracil for instance it is given in the so-called FOLFOX regimen in patients with colorectal cancer in the adjuvant as well as the palliative treatment setting. Cumulative neuropathy is a common cause of treatment discontinuation. Other toxicities are generally tolerable and managed by dose reductions and/or supportive treatment. While chronic cardiotoxic effects of cytostatics are well described, there are few reports on acute cardiotoxic reactions. CASE REPORT: The present case describes the sudden development of a transient coronary vasospasm in a 56-year-old male patient mimicking an acute ST segment elevation myocardial infarction during systemic treatment with oxaliplatin. CONCLUSION: Oxaliplatin is one of the most commonly used cytostatics for gastrointestinal cancer. Coronary vasospasm has never been reported for oxaliplatin. Thus it is crucial to keep in mind that acute cardiotoxic side effects may occur, even with chemotherapeutic agents without a prior evidence-based description of such events.
28864238	2019/2/8	Acenocoumarol	Fat Necrosis	Case Reports_and_Letter	1	0	0	0	0	[Sintrom-induced cutaneous necrosis; a little-known complication].	
28221167	2019/2/6	Metoprolol	Arthritis, Psoriatic	Case Reports_and_Letter	1	0	0	0	0	Metoprolol-Associated Onset of Psoriatic Arthropathy.	
30848753	2019/3/14	Deoxycholic Acid	Immune Reconstitution Inflammatory Syndrome	Case Reports_and_Journal Article	1	0	0	0	0	[Cerebral cryptococcosis and immune reconstitution inflammatory syndrome. Case report].	We report a 45-year-old male with AIDS who had a Cryptococcus neoformans central nervous system infection. He was treated with amphotericin B deoxycholate subsequently changed to voriconazole due to systemic toxicity of the former. Plasma levels of voriconazole were insufficient with a standard dose (0.7 mug/mL), therefore, the dose was increased thereafter to reach appropriate levels (4.5 mug/mL). Anti-retroviral therapy was started five weeks after voriconazole initiation with non-interacting drugs and he was discharged after a favorable evolution. He was re-admitted three months later due to seizures; a brain magnetic resonance showed new sub-cortical nodules. After excluding alternative causes and demonstrating fungal eradication, an immune reconstitution inflammatory syndrome (IRIS) event was suspected and treated with a short course of steroids. His evolution was satisfactory.
28784372	2019/3/1	Quetiapine Fumarate	Skull Fractures	Case Reports_and_Letter	1	0	0	0	0	Quetiapine causing severe fall and skull fracture-A case report.	
28784372	2019/3/1	Quetiapine Fumarate	Vertigo	Case Reports_and_Letter	1	0	0	0	0	Quetiapine causing severe fall and skull fracture-A case report.	
